OBJECT_ID,VEHS,QUEUEDELAY,SPEEDAVGARITH,QLEN,QLENMAX
1,52,70.64807692307664,19.407558484755043,53.536741966280815,122.43263636937064
2,73,41.69863013698591,24.243075109543252,56.034729299933524,164.34184709938307
3,30,6.2000000000000055,20.987236992790166,2.413938171940792,27.89366439860413
4,20,1.4700000000000015,21.241617256027006,0.9594762701394757,15.4562821382126
