OBJECT_ID,VEHS,QUEUEDELAY,SPEEDAVGARITH,QLEN,QLENMAX
1,35,152.7542857142811,18.775171545011016,105.36598410964227,210.90568514491696
2,66,73.58333333333233,26.971441669832053,95.589318148105,225.69042076907584
3,30,5.803333333333348,29.62869674696386,2.2752009891752363,22.716995522196044
4,20,5.635000000000023,23.929320514146227,2.1684390050286173,17.161956227085568
