OBJECT_ID,VEHS,QUEUEDELAY,SPEEDAVGARITH,QLEN,QLENMAX
1,51,111.04901960784089,19.257074288050504,82.22541063122397,162.2865701986686
2,80,21.20375000000012,27.675970608356756,27.770870910814164,105.40919734070017
3,30,14.440000000000078,22.247353055679753,5.548245091590651,28.76799589941203
4,20,7.030000000000021,20.836237695083486,2.593323023544087,23.49449685581908
