OBJECT_ID,VEHS,QUEUEDELAY,SPEEDAVGARITH,QLEN,QLENMAX
1,61,23.963934426229624,27.196648890996755,19.04752577190853,79.17424079155205
2,82,39.08658536585359,26.48288689210583,48.95457231491747,123.44320202881424
3,30,16.24000000000009,21.188888127419943,6.214513040867789,28.105809352592075
4,22,10.33181818181823,20.20775826278594,3.269762142610862,23.49449685581908
