OBJECT_ID,VEHS,QUEUEDELAY,SPEEDAVGARITH,QLEN,QLENMAX
1,40,50.44999999999966,21.024374290493235,47.96919375993226,146.7361799022128
2,88,39.554545454545575,29.120960773586997,51.761804714374264,173.8959309561407
3,30,9.436666666666714,25.886702067146665,3.687678145301552,27.04722602247037
4,20,8.73500000000005,21.02007946353742,3.0210088434005957,22.654843937744317
