OBJECT_ID,VEHS,QUEUEDELAY,SPEEDAVGARITH,QLEN,QLENMAX
1,38,150.24736842104826,20.67575244709397,102.14907716614219,225.16241039450819
2,74,55.59189189189148,29.343796856787968,69.10875368810382,189.8658265354655
3,30,5.023333333333342,27.634978410944942,1.996302292043099,24.50440279291763
4,22,10.654545454545511,23.206276623381697,3.3478096736177485,22.654843937744317
