OBJECT_ID,VEHS,QUEUEDELAY,SPEEDAVGARITH,QLEN,QLENMAX
1,38,137.8052631578908,19.908385037645825,97.63019945114337,214.3173834204144
2,76,56.06973684210457,27.567063247587086,68.80370434586429,189.8658265354655
3,30,10.27666666666671,23.275420092326808,3.945731077763945,22.744164057456715
4,22,6.0318181818182035,23.414108717040452,1.956694443831995,23.49449685581908
